,Unnamed: 0,sms,happy,joke,astonished,angry,bored,heart,filter,tokens
4851,14617,Ah oui ça je l'ai eu j'ai rép que C'était l'apocalypse et après l'ai écris un roman. Pas eu ?/ j'voulais dire après ça,True,False,False,False,False,False,True,"['Ah', 'oui', 'ça', 'je', ""l'"", 'ai', 'eu', ""j'"", 'ai', 'rép', 'que', ""C'"", 'était', ""l'"", 'apocalypse', 'et', 'après', ""l'"", 'ai', 'écris', 'un', 'roman', '.', 'Pas', 'eu', '?', '/', ""j'"", 'voulais', 'dire', 'après', 'ça']"
4852,14618,Trop mignon le coup de foudre amical je t'adore ma curly. Tu me manques beaucoup. J'aurais vraiment besoin de ton beau sourire en ce moment.,False,False,False,False,False,True,True,"['Trop', 'mignon', 'le', 'coup', 'de', 'foudre', 'amical', 'je', ""t'"", 'adore', 'ma', 'curly', '.', 'Tu', 'me', 'manques', 'beaucoup', '.', ""J'"", 'aurais', 'vraiment', 'besoin', 'de', 'ton', 'beau', 'sourire', 'en', 'ce', 'moment', '.']"
4853,14619,"C'est ça mdr ! J'sais pas, c'est que le début. Y a l'air d'avoir une shane et une [_forename_] de service lol. Mais bon première scène déjà tu capte que c'est pour les mdf. L word quoi",True,False,False,False,False,False,True,"[""C'"", 'est', 'ça', 'mdr', '!', ""J'"", 'sais', 'pas', ',', ""c'"", 'est', 'que', 'le', 'début', '.', 'Y', 'a', ""l'"", 'air', ""d'"", 'avoir', 'une', 'shane', 'et', 'une', '[', '_forename_', ']', 'de', 'service', 'lol', '.', 'Mais', 'bon', 'première', 'scène', 'déjà', 'tu', 'capte', 'que', ""c'"", 'est', 'pour', 'les', 'mdf', '.', 'L', 'word', 'quoi']"
4854,14620,"C'est vrai qu'on à le temps, mais bon, mamuser oui et non, Jveux pas faire du mal au gens, donc au final jme fais avoir Sa dépend, Jdirais pas facilement, sa dépend des gens (on sattache plus ou moins vite suivant les personnes).",False,True,False,False,False,False,True,"[""C'"", 'est', 'vrai', ""qu'"", 'on', 'à', 'le', 'temps', ',', 'mais', 'bon', ',', 'mamuser', 'oui', 'et', 'non', ',', 'Jveux', 'pas', 'faire', 'du', 'mal', 'au', 'gens', ',', 'donc', 'au', 'final', 'jme', 'fais', 'avoir', 'Sa', 'dépend', ',', 'Jdirais', 'pas', 'facilement', ',', 'sa', 'dépend', 'des', 'gens', '(', 'on', 'sattache', 'plus', 'ou', 'moins', 'vite', 'suivant', 'les', 'personnes', ')', '.']"
4855,14624,"Mdr j'ai eu les jeux de société pour mamuser ouai, mais je préfère les vrai relations. Je sais pas toi ?",False,True,False,False,False,False,True,"['Mdr', ""j'"", 'ai', 'eu', 'les', 'jeux', 'de', 'société', 'pour', 'mamuser', 'ouai', ',', 'mais', 'je', 'préfère', 'les', 'vrai', 'relations', '.', 'Je', 'sais', 'pas', 'toi', '?']"
4857,14631,Merci beaucoup [_forename_] ca me touche,False,False,False,False,False,True,True,"['Merci', 'beaucoup', '[', '_forename_', ']', 'ca', 'me', 'touche']"
4858,14636,faut pas que j'y pense,False,False,False,True,False,False,True,"['faut', 'pas', 'que', ""j'"", 'y', 'pense']"
4859,14641,Je suis toute flagada,False,False,False,True,False,False,True,"['Je', 'suis', 'toute', 'flagada']"
4860,14643,mais c'est horriblement glauque mdrr !! Mais tellement poétique,False,False,True,False,False,False,True,"['mais', ""c'"", 'est', 'horriblement', 'glauque', 'mdrr', '!!', 'Mais', 'tellement', 'poétique']"
4861,14648,Je viens d'apprendre ca je suis trop contente,False,False,False,False,False,True,True,"['Je', 'viens', ""d'"", 'apprendre', 'ca', 'je', 'suis', 'trop', 'contente']"
4862,14649,On se voit ce weekend,False,False,False,False,False,True,True,"['On', 'se', 'voit', 'ce', 'weekend']"
4863,14650,Okay je dois y aller a plus tard,False,False,False,False,False,True,True,"['Okay', 'je', 'dois', 'y', 'aller', 'a', 'plus', 'tard']"
4864,14651,"Ce matin, en allant chez DDC, j'ai croisé ton doudou Decathlon, j'ai hésité a le renverser de son vélo pour te l'apporter",False,True,False,False,False,False,True,"['Ce', 'matin', ',', 'en', 'allant', 'chez', 'DDC', ',', ""j'"", 'ai', 'croisé', 'ton', 'doudou', 'Decathlon', ',', ""j'"", 'ai', 'hésité', 'a', 'le', 'renverser', 'de', 'son', 'vélo', 'pour', 'te', ""l'"", 'apporter']"
4866,14656,Bonjour,True,False,False,False,False,False,True,['Bonjour']
4867,14660,Mais le dis pas au autres... Jveux attendre d'avoir le papier,False,True,False,False,False,False,True,"['Mais', 'le', 'dis', 'pas', 'au', 'autres', '...', 'Jveux', 'attendre', ""d'"", 'avoir', 'le', 'papier']"
4868,14661,Je sais pas ... Mais à force je suis vraiment fatiguée ... T'as beaucoup de ménage ?!? Moi aussi me suis régalée hier ! Trop bon moment encore avec vous toute ...,False,False,False,True,False,False,True,"['Je', 'sais', 'pas', '...', 'Mais', 'à', 'force', 'je', 'suis', 'vraiment', 'fatiguée', '...', ""T'"", 'as', 'beaucoup', 'de', 'ménage', '?', '!', '?', 'Moi', 'aussi', 'me', 'suis', 'régalée', 'hier', '!', 'Trop', 'bon', 'moment', 'encore', 'avec', 'vous', 'toute', '...']"
4869,14669,"Coucou ! çà va mieux ?!? Très fatiguée moi aussi ... J'arrive pas à dormir bien en ce moment ! Sinon boulot , boulot , boulot ... Te fais des bisous",False,False,False,True,False,False,True,"['Coucou', '!', 'çà', 'va', 'mieux', '?', '!', '?', 'Très', 'fatiguée', 'moi', 'aussi', '...', ""J'"", 'arrive', 'pas', 'à', 'dormir', 'bien', 'en', 'ce', 'moment', '!', 'Sinon', 'boulot', ',', 'boulot', ',', 'boulot', '...', 'Te', 'fais', 'des', 'bisous']"
4870,14671,parce que t'étais méchante. Et qu'j'aime pas les ordres dit méchamment lol,False,False,True,False,False,False,True,"['parce', 'que', ""t'"", 'étais', 'méchante', '.', 'Et', ""qu'"", ""j'"", 'aime', 'pas', 'les', 'ordres', 'dit', 'méchamment', 'lol']"
4871,14672,Non non tkt une ptite entorse ca va passer vite!,True,False,False,False,False,False,True,"['Non', 'non', 'tkt', 'une', 'ptite', 'entorse', 'ca', 'va', 'passer', 'vite', '!']"
4872,14674,Pffff oui et non !!! Ce soir je suis pas sure d'y aller ... Je voulais o'balia ... Et demain çà va dépendre du temps ! Autant elle viendra pas ! Du coup peut-être je fais rien de rien en fait ... Et toi ?!? Rien de prévu ?!?,False,False,False,True,False,False,True,"['Pffff', 'oui', 'et', 'non', '!!!', 'Ce', 'soir', 'je', 'suis', 'pas', 'sure', ""d'"", 'y', 'aller', '...', 'Je', 'voulais', ""o'"", 'balia', '...', 'Et', 'demain', 'çà', 'va', 'dépendre', 'du', 'temps', '!', 'Autant', 'elle', 'viendra', 'pas', '!', 'Du', 'coup', 'peut', '-', 'être', 'je', 'fais', 'rien', 'de', 'rien', 'en', 'fait', '...', 'Et', 'toi', '?', '!', '?', 'Rien', 'de', 'prévu', '?', '!', '?']"
4873,14676,Alors ??,False,False,True,False,False,False,True,"['Alors', '??']"
4874,14678,Pas de souci a + tard,False,False,False,False,False,True,True,"['Pas', 'de', 'souci', 'a', '+', 'tard']"
4875,14679,Bah si maintenant il se fouent encore plus de ma geule,False,False,False,True,False,False,True,"['Bah', 'si', 'maintenant', 'il', 'se', 'fouent', 'encore', 'plus', 'de', 'ma', 'geule']"
4876,14681,"Ok,:-S je te donnerai de l'argent et je ferai à manger alors bisous bisous",False,True,False,False,False,False,True,"['Ok', ',', ':', '-', 'S', 'je', 'te', 'donnerai', 'de', ""l'"", 'argent', 'et', 'je', 'ferai', 'à', 'manger', 'alors', 'bisous', 'bisous']"
4877,14684,Demain,False,False,False,True,False,False,True,['Demain']
4878,14685,Elle sont belles Poutou,True,False,False,False,False,False,True,"['Elle', 'sont', 'belles', 'Poutou']"
4879,14699,11 en philo !! Ca geeeeere Pk bientot 0 ?,False,True,False,False,False,False,True,"['11', 'en', 'philo', '!!', 'Ca', 'geeeeere', 'Pk', 'bientot', '0', '?']"
4880,14701,Je suis dans le train,True,False,False,False,False,False,True,"['Je', 'suis', 'dans', 'le', 'train']"
4881,14702,Ouais presque,False,True,False,False,False,False,True,"['Ouais', 'presque']"
4882,14704,On doit etre bcp srx!,False,False,True,False,False,False,True,"['On', 'doit', 'etre', 'bcp', 'srx', '!']"
4883,14705,"Ah!... d'alleurs j'y re pensais moi mon prof il nous a donné une methode avec comme une liste de chose a pas faire genre ne jamais commencer sa dissert par genre ""de tout temps les hommes...""",False,False,False,True,False,False,True,"['Ah', '!', '...', ""d'"", 'alleurs', ""j'"", 'y', 're', 'pensais', 'moi', 'mon', 'prof', 'il', 'nous', 'a', 'donné', 'une', 'methode', 'avec', 'comme', 'une', 'liste', 'de', 'chose', 'a', 'pas', 'faire', 'genre', 'ne', 'jamais', 'commencer', 'sa', 'dissert', 'par', 'genre', '""', 'de', 'tout', 'temps', 'les', 'hommes', '...', '""']"
4885,14710,J'aurais bien aimé voir [_forename_],False,False,False,True,False,False,True,"[""J'"", 'aurais', 'bien', 'aimé', 'voir', '[', '_forename_', ']']"
4886,14712,Mdr!!!,False,False,False,False,False,True,True,"['Mdr', '!!!']"
4887,14714,ah super tu gères moi j'ai fini mon album d'autocollants carrefour! ça va sinn ac les gens de ta classe et tout?,False,True,False,False,False,False,True,"['ah', 'super', 'tu', 'gères', 'moi', ""j'"", 'ai', 'fini', 'mon', 'album', ""d'"", 'autocollants', 'carrefour', '!', 'ça', 'va', 'sinn', 'ac', 'les', 'gens', 'de', 'ta', 'classe', 'et', 'tout', '?']"
4888,14720,"Ah oui, la différence entre l'habillement et l'habilité se joue finalement à pas grand chose",False,True,False,False,False,False,True,"['Ah', 'oui', ',', 'la', 'différence', 'entre', ""l'"", 'habillement', 'et', ""l'"", 'habilité', 'se', 'joue', 'finalement', 'à', 'pas', 'grand', 'chose']"
4889,14722,Je t'ai pas vu et j'ai pas pu te rendre les 4 Scorpion que je me trimballais toute la journée !,False,True,False,False,False,False,True,"['Je', ""t'"", 'ai', 'pas', 'vu', 'et', ""j'"", 'ai', 'pas', 'pu', 'te', 'rendre', 'les', '4', 'Scorpion', 'que', 'je', 'me', 'trimballais', 'toute', 'la', 'journée', '!']"
4890,14725,Désolée je suis encore au magasin ! Je vais devoir faire la fermeture ... Je pourrai te les déposer que demain çà va aller ?!?,False,False,False,True,False,False,True,"['Désolée', 'je', 'suis', 'encore', 'au', 'magasin', '!', 'Je', 'vais', 'devoir', 'faire', 'la', 'fermeture', '...', 'Je', 'pourrai', 'te', 'les', 'déposer', 'que', 'demain', 'çà', 'va', 'aller', '?', '!', '?']"
4891,14733,"1er jour depuis les ptites vacances.. Et franchement avec les exposes a bucher, les we jusqu'a noel.. vont defiler ! Bien bien ressourcee par contre d'avoir profiter de mon cheri comme il faut Et toi ca donne quoi le boulot? [_forename_] ?",True,False,False,False,False,False,True,"['1', 'er', 'jour', 'depuis', 'les', 'ptites', 'vacances', '..', 'Et', 'franchement', 'avec', 'les', 'exposes', 'a', 'bucher', ',', 'les', 'we', ""jusqu'"", 'a', 'noel', '..', 'vont', 'defiler', '!', 'Bien', 'bien', 'ressourcee', 'par', 'contre', ""d'"", 'avoir', 'profiter', 'de', 'mon', 'cheri', 'comme', 'il', 'faut', 'Et', 'toi', 'ca', 'donne', 'quoi', 'le', 'boulot', '?', '[', '_forename_', ']', '?']"
4892,14734,Bonne journee mon amoureux,True,False,False,False,False,False,True,"['Bonne', 'journee', 'mon', 'amoureux']"
4893,14736,"J'arrive chez moi vers 21h, donc je te garantie pas pour 21h15, mais 30, sur",False,True,False,False,False,False,True,"[""J'"", 'arrive', 'chez', 'moi', 'vers', '21', 'h', ',', 'donc', 'je', 'te', 'garantie', 'pas', 'pour', '21', 'h15', ',', 'mais', '30,', 'sur']"
4894,14738,He...,False,False,False,False,False,True,True,"['He', '...']"
4895,14740,Ben c'etait hier notre rentree lol. Je l'ai beaucoup vu oui! Pas de problemes ou questionnement amoureux alors? Tant mieux,True,False,False,False,False,False,True,"['Ben', ""c'"", 'etait', 'hier', 'notre', 'rentree', 'lol', '.', 'Je', ""l'"", 'ai', 'beaucoup', 'vu', 'oui', '!', 'Pas', 'de', 'problemes', 'ou', 'questionnement', 'amoureux', 'alors', '?', 'Tant', 'mieux']"
4896,14741,Oui c'est tout ! alors bon tu motive ton postérieure ! Et ce week end tu fera dodo,True,False,False,False,False,False,True,"['Oui', ""c'"", 'est', 'tout', '!', 'alors', 'bon', 'tu', 'motive', 'ton', 'postérieure', '!', 'Et', 'ce', 'week', 'end', 'tu', 'fera', 'dodo']"
4898,14749,"Pas de soucis ! Je suis restée chez moi de toutes facons. Y'avait personne chez moi et pas le moral. Je viens te voir à Londres, ca c'est sur ! On se loupe pas cette fois ci et on se skype ! Tu me manques trop p'tite [_forename_]",False,False,False,False,False,True,True,"['Pas', 'de', 'soucis', '!', 'Je', 'suis', 'restée', 'chez', 'moi', 'de', 'toutes', 'facons', '.', ""Y'"", 'avait', 'personne', 'chez', 'moi', 'et', 'pas', 'le', 'moral', '.', 'Je', 'viens', 'te', 'voir', 'à', 'Londres', ',', 'ca', ""c'"", 'est', 'sur', '!', 'On', 'se', 'loupe', 'pas', 'cette', 'fois', 'ci', 'et', 'on', 'se', 'skype', '!', 'Tu', 'me', 'manques', 'trop', ""p'"", 'tite', '[', '_forename_', ']']"
4899,14751,Ah non petite truffe erreur denvoie ',False,True,False,False,False,False,True,"['Ah', 'non', 'petite', 'truffe', 'erreur', 'denvoie', ""'""]"
4900,14753,I was at my karate lesson.,False,True,False,False,False,False,True,"['I', 'was', 'at', 'my', 'karate', 'lesson', '.']"
4901,14755,ils m'ont pas fait chier mdrr j'ai bien aimee la petite histoire lol Et t'as vu tu pars pas dans tes delires ! mdrr,False,False,True,False,False,False,True,"['ils', ""m'"", 'ont', 'pas', 'fait', 'chier', 'mdrr', ""j'"", 'ai', 'bien', 'aimee', 'la', 'petite', 'histoire', 'lol', 'Et', ""t'"", 'as', 'vu', 'tu', 'pars', 'pas', 'dans', 'tes', 'delires', '!', 'mdrr']"
4902,14756,"Autant yes ! Et j'ajoute [_forename_] autant ! quelle heure ? Le soir i cant, je mange chez mon cousin",True,False,False,False,False,False,True,"['Autant', 'yes', '!', 'Et', ""j'"", 'ajoute', '[', '_forename_', ']', 'autant', '!', 'quelle', 'heure', '?', 'Le', 'soir', 'i', 'cant', ',', 'je', 'mange', 'chez', 'mon', 'cousin']"
4903,14758,Lool ca guerira vite lol,False,True,False,False,False,False,True,"['Lool', 'ca', 'guerira', 'vite', 'lol']"
4904,14759,Au faite ! T'as raison NRJ12 arrete en pleins milieu de la saison 6 physique ou chimie...,False,False,False,True,False,False,True,"['Au', 'faite', '!', ""T'"", 'as', 'raison', 'NRJ12', 'arrete', 'en', 'pleins', 'milieu', 'de', 'la', 'saison', '6', 'physique', 'ou', 'chimie', '...']"
4905,14762,Apparement jamais ! Il faut attendre la sortie du dvd,False,False,False,True,False,False,True,"['Apparement', 'jamais', '!', 'Il', 'faut', 'attendre', 'la', 'sortie', 'du', 'dvd']"
4906,14766,cfi!,False,False,True,False,False,False,True,"['cfi', '!']"
4907,14767,c'est le plaisir dans lu coeur!,False,True,False,False,False,False,True,"[""c'"", 'est', 'le', 'plaisir', 'dans', 'lu', 'coeur', '!']"
4908,14770,Sinon on change de film si on l'a deja vu,True,False,False,False,False,False,True,"['Sinon', 'on', 'change', 'de', 'film', 'si', 'on', ""l'"", 'a', 'deja', 'vu']"
4909,14774,Les rageuz,False,True,False,False,False,False,True,"['Les', 'rageuz']"
4910,14782,Ca marche tkt,False,True,False,False,False,False,True,"['Ca', 'marche', 'tkt']"
4911,14784,Bonne nuit [_nickname_],False,False,False,False,False,True,True,"['Bonne', 'nuit', '[', '_nickname_', ']']"
4912,14796,Ouais fin ct pas trop un film drole,True,False,False,False,False,False,True,"['Ouais', 'fin', 'ct', 'pas', 'trop', 'un', 'film', 'drole']"
4913,14797,Bonne nuit microcat fais de beaux reves. Je te fais de gros bisous,False,False,False,False,False,True,True,"['Bonne', 'nuit', 'microcat', 'fais', 'de', 'beaux', 'reves', '.', 'Je', 'te', 'fais', 'de', 'gros', 'bisous']"
4914,14798,Hors sujet,True,False,False,False,False,False,True,"['Hors', 'sujet']"
4915,14809,"J'dois me lever tot en plus moi aussi. FAUX ! Humour midi si je veux, sois pas deg",True,False,False,False,False,False,True,"[""J'"", 'dois', 'me', 'lever', 'tot', 'en', 'plus', 'moi', 'aussi', '.', 'FAUX', '!', 'Humour', 'midi', 'si', 'je', 'veux', ',', 'sois', 'pas', 'deg']"
4917,14821,J ai vu video de ton test souplesse il est chouette bravo ....,False,False,False,False,False,True,True,"['J', 'ai', 'vu', 'video', 'de', 'ton', 'test', 'souplesse', 'il', 'est', 'chouette', 'bravo', '....']"
4918,14823,"Je fais que me demander ou il est, ce qu'il fait, avec qui... En plus moi je fais rien et c'est nul ... Lui à coté il doit faire la fete et moi je suis en mode dépression. Tu es mille fois mieux que [_forename_]",False,True,False,False,False,False,True,"['Je', 'fais', 'que', 'me', 'demander', 'ou', 'il', 'est', ',', 'ce', ""qu'"", 'il', 'fait', ',', 'avec', 'qui', '...', 'En', 'plus', 'moi', 'je', 'fais', 'rien', 'et', ""c'"", 'est', 'nul', '...', 'Lui', 'à', 'coté', 'il', 'doit', 'faire', 'la', 'fete', 'et', 'moi', 'je', 'suis', 'en', 'mode', 'dépression', '.', 'Tu', 'es', 'mille', 'fois', 'mieux', 'que', '[', '_forename_', ']']"
4920,14836,"Ouai, et rien dans la boite au lettre ! Faut attendre lundi !!!",False,False,False,True,False,False,True,"['Ouai', ',', 'et', 'rien', 'dans', 'la', 'boite', 'au', 'lettre', '!', 'Faut', 'attendre', 'lundi', '!!!']"
4921,14838,Merci vraiment ma chou quand meme,False,False,False,False,False,True,True,"['Merci', 'vraiment', 'ma', 'chou', 'quand', 'meme']"
4922,14839,"J'ai cherché sur internet des techniques de bo... Rien. En meme temps, sur google, je suis redirigé vers le BO de bande originale...",False,False,False,False,True,False,True,"[""J'"", 'ai', 'cherché', 'sur', 'internet', 'des', 'techniques', 'de', 'bo', '...', 'Rien', '.', 'En', 'meme', 'temps', ',', 'sur', 'google', ',', 'je', 'suis', 'redirigé', 'vers', 'le', 'BO', 'de', 'bande', 'originale', '...']"
4923,14840,Grave ! Mais tu avais déjà fais pour le desirs et tt ca !?,False,False,True,False,False,False,True,"['Grave', '!', 'Mais', 'tu', 'avais', 'déjà', 'fais', 'pour', 'le', 'desirs', 'et', 'tt', 'ca', '!', '?']"
4924,14841,Ah lol bah pareil je suis encore dans le chap 1 la,False,True,False,False,False,False,True,"['Ah', 'lol', 'bah', 'pareil', 'je', 'suis', 'encore', 'dans', 'le', 'chap', '1', 'la']"
4925,14842,Bon bah on est dans la meme galere,False,True,False,False,False,False,True,"['Bon', 'bah', 'on', 'est', 'dans', 'la', 'meme', 'galere']"
4927,14845,yep j'espere ... Aucun de ses potes etaient au ciurant presque,False,False,False,True,False,False,True,"['yep', ""j'"", 'espere', '...', 'Aucun', 'de', 'ses', 'potes', 'etaient', 'au', 'ciurant', 'presque']"
4928,14846,Donc bon on va voir que jme fasse pas caler avant. En leur mentend...,False,True,False,False,False,False,True,"['Donc', 'bon', 'on', 'va', 'voir', 'que', 'jme', 'fasse', 'pas', 'caler', 'avant', '.', 'En', 'leur', 'mentend', '...']"
4929,14847,[_forename_] ne m'a rien dit,False,False,False,True,False,False,True,"['[', '_forename_', ']', 'ne', ""m'"", 'a', 'rien', 'dit']"
4930,14848,On était bien nous,False,False,False,True,False,False,True,"['On', 'était', 'bien', 'nous']"
4931,14849,Il pleut je peux meme pas sortir,False,False,False,True,False,False,True,"['Il', 'pleut', 'je', 'peux', 'meme', 'pas', 'sortir']"
4932,14854,Faudrait que tu viennes à Frémain un de ces 4 pour me montrer ça.,False,True,False,False,False,False,True,"['Faudrait', 'que', 'tu', 'viennes', 'à', 'Frémain', 'un', 'de', 'ces', '4', 'pour', 'me', 'montrer', 'ça', '.']"
4934,14856,thanks for email ... i'm sure it is gonna be okay ... Time will help,False,False,False,False,False,True,True,"['thanks', 'for', 'email', '...', ""i'"", 'm', 'sure', 'it', 'is', 'gonna', 'be', 'okay', '...', 'Time', 'will', 'help']"
4935,14857,"Maybe i will go to the concert, but sure not to the cremaillere",False,True,False,False,False,False,True,"['Maybe', 'i', 'will', 'go', 'to', 'the', 'concert', ',', 'but', 'sure', 'not', 'to', 'the', 'cremaillere']"
